fiscal_year,contractingcustomer,contractingsubcustomer,fundingagency,fundingsubagency,productserviceorRndArea,PlatformPortfolio,isforeignownedandlocated,isforeigngovernment,isinternationalorganization,fundedbyforeignentity,PlaceCountryText,PlaceIsInternational,OriginIsInternational,OriginCountryText,VendorIsInternational,VendorCountryText,SumOfnumberOfActions,SumOfobligatedAmount
2016,Defense,DLA,Defense,DLA,Clothing & Subsistence,Other Products,1,0,0,X,ITALY,1,1,ISRAEL,1,ITALY,2,4669.5101
2011,Defense,Other DoD,Defense,Other DoD,Applied Research (6.2),Other R&D and Knowledge Based,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,997531.0000
2007,State and IAP,USAID,State and IAP,USAID,Other,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,3430.6799
2005,State and IAP,State,State and IAP,State,MED,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,5642.0000
2015,Other Agencies,Justice,Other Agencies,Justice,Launchers & Munitions,Ordnance and Missiles,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,1335.0000
2017,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,8,225456.7584
2017,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,6,19504750.2000
2008,Defense,Army,Defense,Army,Other,Facilities and Construction,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,16550.0000
2010,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,32586.0000
2011,Other Agencies,All other Customers,Other Agencies,All other Customers,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,119033.0000
2017,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,0,0,1,X,,1,0,UNITED STATES,1,ISRAEL,2,0.0000
2011,State and IAP,State,State and IAP,State,Engines & Power Plants,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,13644.2803
2003,Other Agencies,Interior,Other Agencies,Interior,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,19980.0000
2009,Defense,Army,Defense,Navy,Advanced Component Development & Prototypes (6.4),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,0.0000
2009,Defense,Army,Defense,Army,ERS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,5,26276.2500
2009,Defense,DLA,Defense,DLA,Ground Vehicles,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,54384.0000
2007,State and IAP,State,State and IAP,State,MED,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,114781.7600
2016,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,76733.5703
2009,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,1,,,1,1,,1,ISRAEL,0,0.0000
2010,Defense,Army,Defense,Army,Other,Land Vehicles,1,0,0,,,1,1,,1,ISRAEL,0,0.0000
2004,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,94545.0000
2016,Defense,Navy,Defense,Navy,ERS,Other Services,1,0,0,X,ISRAEL,1,1,ISRAEL,1,MALTA,4,-16498.3909
2001,Defense,Army,Defense,Army,ERS,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,-25819.0000
2006,Other Agencies,Justice,Other Agencies,Justice,FRS&C,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,4,20619.9494
2001,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,1,,1,57000.0000
2012,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,4,31860.3599
2014,State and IAP,State,State and IAP,State,PAMS,Other Services,0,0,0,X,,1,1,,1,ISRAEL,0,1525100.0000
2009,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,6,561656.0000
2012,Other Agencies,Agriculture,Other Agencies,Agriculture,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,7868.9902
2014,Defense,Air Force,Defense,Air Force,PAMS,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,785193.0000
2013,State and IAP,USAID,State and IAP,USAID,ICT,"Electronics, Comms, & Sensors",1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,25159.3700
2010,Defense,Navy,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",1,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,2,38410.0000
2014,Defense,Army,Defense,Army,ERS,Other Services,1,0,0,,ISRAEL,1,1,ISRAEL,1,GREECE,2,0.0000
2011,Defense,DLA,Defense,DLA,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,208740.0000
2017,State and IAP,State,State and IAP,State,Fuels,Other Products,0,0,0,B,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,120839.2500
2010,Defense,Army,Defense,Army,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,92110.0000
2011,Defense,Air Force,Defense,Air Force,Engines & Power Plants,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,12400.0000
2015,NASA,NASA,NASA,NASA,ICT,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,45700.0000
2016,HHS,HHS,HHS,HHS,Other,Facilities and Construction,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,15480.0000
2017,Other Agencies,Interior,Other Agencies,Interior,FRS&C,Facilities and Construction,1,0,0,X,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,3,68001.0000
2001,State and IAP,State,State and IAP,State,MED,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,161000.0000
2009,State and IAP,State,State and IAP,State,Fuels,Other Products,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,11636.2197
2005,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,617757.1250
2014,State and IAP,USAID,State and IAP,USAID,ERS,Other Services,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,225000.0000
2015,Defense,Navy,Defense,Navy,Other,Facilities and Construction,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,0.0000
2004,Defense,Air Force,Defense,Air Force,Basic Research (6.1),"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,395000.0000
2016,Other Agencies,Commerce,Other Agencies,Commerce,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2018,Defense,Air Force,Defense,Air Force,Engines & Power Plants,Aircraft,0,0,0,A,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,-49500.0000
2016,Defense,Other DoD,Defense,Army,ERS,Other Services,1,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2016,HHS,HHS,HHS,HHS,Advanced Technology Development (6.3),Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,12220152.0000
2010,State and IAP,State,State and IAP,State,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,3222.2200
2017,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,57374.0000
2016,State and IAP,State,State and IAP,State,Fuels,Other Products,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,25,549550.2901
2009,Defense,Other DoD,Defense,Other DoD,Applied Research (6.2),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,499993.0000
2009,Defense,Army,Defense,Army,Other,Facilities and Construction,1,0,0,,IRAQ,1,1,ISRAEL,1,ISRAEL,1,131468.0000
2007,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,1,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,2,253037.0000
2005,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,,1,,1,25950.0000
2014,Defense,Navy,Defense,Navy,Engines & Power Plants,Ordnance and Missiles,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,-12400.0000
2015,HHS,HHS,HHS,HHS,Other,Facilities and Construction,1,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,3745.0000
2008,Energy,Energy,Energy,Energy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,42327.0000
2014,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,103600.0000
2018,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,1,0,0,X,,1,0,UNITED STATES,1,ISRAEL,1,0.0000
2007,Defense,Army,Defense,Army,Other,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,-500.0000
2006,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,,ISRAEL,1,1,,1,,4,135666.0000
2006,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,4029397.0000
2000,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,67921.0000
2013,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,73942.0000
2009,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,NULL,NULL,0,UNITED STATES,6,1059155.0000
2011,Defense,Army,Defense,Army,ERS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2013,DHS,ICE,DHS,ICE,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,21,76470.0000
2006,Defense,Army,Defense,Army,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,127134.0000
2013,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,PAMS,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,6,3400.0000
2013,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,0,0,0,,,1,1,,1,ISRAEL,0,50000.0000
2016,Defense,Army,Defense,Army,Engines & Power Plants,Aircraft,0,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2005,Other Agencies,Interior,Other Agencies,Interior,ERS,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,14925.0000
2006,Defense,Army,Defense,Army,Other,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,36600.0000
2006,Defense,Navy,Defense,Navy,Other,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,3600.0000
2013,Defense,DLA,Defense,DLA,Other,Land Vehicles,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,13141.8000
2016,Defense,Other DoD,Defense,Navy,Aircraft,Aircraft,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,14,0.0000
2010,Defense,Army,Defense,Army,ERS,Other Services,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,752200.0000
2008,State and IAP,State,State and IAP,State,ERS,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,4,99446.0000
2015,Other Agencies,Transportation,Other Agencies,Transportation,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2011,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,1,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,16960240.0000
2016,Defense,Air Force,Defense,Air Force,Other,Facilities and Construction,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,40500.0000
2007,Defense,Army,Defense,Army,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,10000.0000
2009,Defense,Army,Defense,Army,ERS,Other Services,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,971694.0000
2008,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,661980.0000
2009,Defense,Navy,Defense,Navy,Clothing & Subsistence,Other Products,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,11010.0000
2017,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,2957240.0000
2013,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2012,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,8125.0000
2013,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,13,9249.4700
2016,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,1,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,34790.0000
2006,Defense,Army,Defense,Army,Launchers & Munitions,Land Vehicles,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,181038.0000
2014,Defense,DLA,Defense,Navy,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,13965.2100
2016,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,11,62983.4990
2005,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,228575.0000
2018,Defense,DLA,Defense,DLA,Other,Other Products,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,5964.7201
2017,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,X,BELIZE,1,1,ISRAEL,1,ARUBA [NETHERLANDS],2,0.0000
2016,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,1,0,0,X,HAITI,1,1,HAITI,1,ISRAEL,1,0.0000
2012,VA,VA,VA,VA,ICT,"Electronics, Comms, & Sensors",1,0,1,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,2,92552.0000
2012,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,32,805081.4750
2008,Other Agencies,Treasury,Other Agencies,Treasury,ERS,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,960.0000
2008,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,112976.1100
2012,State and IAP,USAID,State and IAP,USAID,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,17300.0000
2001,Defense,Army,Defense,Army,Advanced Technology Development (6.3),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,299075.0000
2015,State and IAP,State,State and IAP,State,PAMS,Land Vehicles,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,6733.0100
2006,Defense,DLA,Defense,DLA,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,11,1264688.0000
2011,Defense,Army,Defense,Air Force,Other,Facilities and Construction,0,0,0,X,SOUTH KOREA,1,1,ISRAEL,1,SOUTH KOREA,2,0.0000
2014,Defense,MDA,Defense,MDA,Basic Research (6.1),Missile Defense,1,0,1,B,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,1743600.0000
2005,Other Agencies,Commerce,Other Agencies,Commerce,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,32293.0000
2001,Other Agencies,Commerce,Other Agencies,Commerce,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,2200000.0000
2010,Defense,Navy,Defense,Navy,Other,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2016,Defense,Other DoD,Defense,MDA,Applied Research (6.2),Missile Defense,1,0,0,X,,1,1,ISRAEL,1,ISRAEL,1,0.0000
2011,State and IAP,USAID,State and IAP,USAID,Other,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,3,22660.2500
2011,Other Agencies,EPA,Other Agencies,EPA,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,24280.0000
2002,GSA,GSA,Defense,Other DoD,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,132000.0000
2008,Defense,Army,Defense,Army,Basic Research (6.1),Other R&D and Knowledge Based,0,1,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,47265.0000
2015,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,PAMS,"Electronics, Comms, & Sensors",0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,264000.0000
2007,State and IAP,USAID,State and IAP,USAID,ICT,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,26695.0000
2014,Defense,Navy,Defense,Navy,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,0.0000
2015,Other Agencies,Agriculture,Other Agencies,Agriculture,Other,Facilities and Construction,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,72505.0000
2001,Defense,Army,Defense,Army,Advanced Technology Development (6.3),Missile Defense,0,0,0,,ISRAEL,1,1,ISRAEL,1,,12,2976790.0000
2010,State and IAP,State,State and IAP,State,ERS,Facilities and Construction,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,27185.0000
2002,Defense,Army,Defense,Army,Launchers & Munitions,Land Vehicles,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,218000.0000
2014,Defense,DLA,Defense,DLA,Other,Ships & Submarines,0,0,0,X,,1,1,,1,ISRAEL,NULL,0.0000
2005,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,GERMANY,1,,23,278880.0000
2004,State and IAP,State,State and IAP,State,Other,Facilities and Construction,0,0,0,,HUNGARY,1,1,ISRAEL,1,HUNGARY,1,700.0000
2016,Defense,Army,Defense,Army,PAMS,Other Services,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,16,7500853.5298
2016,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,0.0000
2010,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,9940.0000
2007,Defense,Air Force,Defense,Air Force,Basic Research (6.1),"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,0.0000
2015,Defense,DLA,Defense,DLA,Fuels,Other Products,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,45,691803.3100
2008,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,1,,,1,1,,1,ISRAEL,0,0.0000
2009,DHS,COAST GUARD,DHS,COAST GUARD,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,8110.0000
2005,NASA,NASA,NASA,NASA,Launchers & Munitions,Ordnance and Missiles,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,11280.0000
2001,Defense,Navy,Defense,Navy,ERS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,85000.0000
2016,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,16,1403455.0000
2009,Defense,Army,Defense,Army,Other,Land Vehicles,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,61855.0000
2010,Defense,Navy,Defense,Navy,Other,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,9494.7598
2010,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,6,305553.4160
2014,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,9,-17219.9800
2011,Defense,Navy,Defense,Army,FRS&C,Facilities and Construction,1,0,0,,DOMINICAN REPUBLIC,1,1,DOMINICAN REPUBLIC,1,ISRAEL,1,0.0000
2005,Defense,Army,Defense,Army,PAMS,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,4000.0000
2015,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,-2315.7100
2016,Defense,Other DoD,Defense,Navy,Aircraft,Aircraft,1,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2012,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,1,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,5,15239760.0000
2012,Defense,DLA,Defense,Navy,Aircraft,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,6000.0000
2010,VA,VA,VA,VA,ICT,"Electronics, Comms, & Sensors",1,0,1,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,2,92552.0000
2004,Defense,MDA,Defense,MDA,Advanced Technology Development (6.3),Missile Defense,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,2008445.0000
2014,Defense,DLA,Defense,DLA,Fuels,Other Products,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,24,542656.8100
2007,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,X,ISRAEL,1,1,NORTH KOREA,0,UNITED STATES,1,40994.0000
2014,State and IAP,State,State and IAP,State,Fuels,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,9,1467189.8700
2012,Defense,DLA,Defense,Air Force,Electronics & Communications,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,1230930.7813
2008,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,4,74863.0000
2004,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,50148.0000
2014,Defense,Other DoD,Defense,Air Force,PAMS,Other Services,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,8,1331733.3100
2017,Defense,Other DoD,Defense,DLA,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2012,State and IAP,State,State and IAP,State,ICT,"Electronics, Comms, & Sensors",0,0,0,,THAILAND,1,1,ISRAEL,0,UNITED STATES,1,6099.0000
2015,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,1029000.0000
2015,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,1,0,1,X,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,20000.0000
2002,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,6095565.0000
2012,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,143797.8125
2011,Defense,Army,Defense,Army,Aircraft,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,712190.0000
2015,Defense,MDA,Defense,MDA,Applied Research (6.2),Missile Defense,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,2300000.0000
2005,Defense,Army,Defense,Army,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,6,5674489.0000
2012,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,1,692300.0000
2015,Defense,Army,Defense,Army,Engines & Power Plants,Aircraft,0,0,0,X,,1,1,,1,ISRAEL,NULL,0.0000
2010,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,31063.1504
2012,Energy,Energy,Energy,Energy,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,213310.0000
2017,VA,VA,VA,VA,Other,Facilities and Construction,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,405126.9688
2011,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,28072.3504
2011,Defense,Navy,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",1,0,0,,UNITED STATES,0,1,,1,ISRAEL,1,-32430.0000
2012,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,GERMANY,0,UNITED STATES,1,485168.7188
2010,Defense,MDA,Defense,MDA,PAMS,Missile Defense,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,-700.0000
2016,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2005,Defense,Air Force,Defense,Air Force,PAMS,Aircraft,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,15,764693.0000
