Data Download from NCSES Interactive Data Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters,Selected values,,,,,,,,,,,,,,,,,,,,,,,,,,
Performer of Research by Field,"Universities and colleges, excluding FFRDCs, Other than universities and colleges",,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Research and Applied Research,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
Detailed Fields,"Agricultural sciences, Biological sciences (excluding environmental), Environmental biology, Medical sciences, Other life sciences, Biological aspects",,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deflator: Current Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Measure: Thousands of Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,<Fiscal Year>,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
Science,Life sciences,Agricultural sciences,Department of Energy,National Nuclear Security Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,975,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Energy,National Nuclear Security Administration,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,975,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Energy,National Nuclear Security Administration,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,975,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Energy,Office of Science,Total for selected values,Total for selected values,222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Energy,Office of Science,Basic research,Total for selected values,222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Energy,Office of Science,Basic research,Other than universities and colleges,222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Health and Human Services,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,720,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,720,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Total for selected values,Total for selected values,Total for selected values,-,419,989,"1,708",-,"3,412","3,761","8,960","12,093","11,120","10,132","2,735","4,608","5,115","3,530","7,062",-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Science and Technology Directorate,Total for selected values,Total for selected values,-,419,989,"1,708",-,"3,412","3,761","8,960","12,093","11,120","10,132","2,735","4,608","5,115","3,530","7,062",-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,Total for selected values,-,419,-,-,-,-,-,"8,960","12,093","11,120","10,132","2,112",487,686,473,"2,113",-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,"Universities and colleges, excluding FFRDCs",-,96,-,-,-,-,-,"4,830","4,077","4,464","4,225",634,-,10,14,18,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,Other than universities and colleges,-,323,-,-,-,-,-,"4,129","8,015","6,656","5,907","1,478",487,676,459,"2,095",-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,Total for selected values,-,-,989,"1,708",-,"3,412","3,761",-,-,-,-,623,"4,121","4,429","3,057","4,949",-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,"1,726","1,863",-,-,-,-,29,-,63,91,42,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,Other than universities and colleges,-,-,989,"1,708",-,"1,686","1,898",-,-,-,-,594,"4,121","4,366","2,966","4,907",-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of the Interior,Total for selected values,Total for selected values,Total for selected values,"32,650","32,650","32,829","32,476","29,823",-,-,10,9,16,-,-,-,-,62,-,-,45,390,145,299
Science,Life sciences,Agricultural sciences,Department of the Interior,National Park Service,Total for selected values,Total for selected values,-,-,-,-,-,-,-,10,9,16,-,-,-,-,62,-,-,45,-,-,65
Science,Life sciences,Agricultural sciences,Department of the Interior,National Park Service,Applied research,Total for selected values,-,-,-,-,-,-,-,10,9,16,-,-,-,-,62,-,-,45,-,-,65
Science,Life sciences,Agricultural sciences,Department of the Interior,National Park Service,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,10,9,16,-,-,-,-,62,-,-,45,-,-,65
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Fish and Wildlife Service,Total for selected values,Total for selected values,"32,650","32,650","32,829","32,476","29,823",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Fish and Wildlife Service,Applied research,Total for selected values,"32,650","32,650","32,829","32,476","29,823",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Fish and Wildlife Service,Applied research,Other than universities and colleges,"32,650","32,650","32,829","32,476","29,823",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Geological Survey,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,390,145,234
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Geological Survey,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Geological Survey,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Geological Survey,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304,145,234
Science,Life sciences,Agricultural sciences,Department of the Interior,U.S. Geological Survey,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304,145,234
Science,Life sciences,Agricultural sciences,Department of Labor,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,92,-,-
Science,Life sciences,Agricultural sciences,Department of Labor,Employment and Training Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,92,-,-
Science,Life sciences,Agricultural sciences,Department of Labor,Employment and Training Administration,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,92,-,-
Science,Life sciences,Agricultural sciences,Department of Labor,Employment and Training Administration,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,92,-,-
Science,Life sciences,Agricultural sciences,Department of Transportation,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,672
Science,Life sciences,Agricultural sciences,Department of Transportation,Federal Highway Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,672
Science,Life sciences,Agricultural sciences,Department of Transportation,Federal Highway Administration,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,672
Science,Life sciences,Agricultural sciences,Department of Transportation,Federal Highway Administration,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,672
Science,Life sciences,Agricultural sciences,Agency for International Development,Total for selected values,Total for selected values,Total for selected values,"120,750","84,056","125,970","117,160","164,021",-,-,-,-,"8,079","72,657","26,750","69,476","58,764","59,159","71,980","80,478","71,389","63,895","75,678","63,169"
Science,Life sciences,Agricultural sciences,Agency for International Development,Agency for International Development,Total for selected values,Total for selected values,"120,750","84,056","125,970","117,160","164,021",-,-,-,-,"8,079","72,657","26,750","69,476","58,764","59,159","71,980","80,478","71,389","63,895","75,678","63,169"
Science,Life sciences,Agricultural sciences,Agency for International Development,Agency for International Development,Applied research,Total for selected values,"120,750","84,056","125,970","117,160","164,021",-,-,-,-,"8,079","72,657","26,750","69,476","58,764","59,159","71,980","80,478","71,389","63,895","75,678","63,169"
Science,Life sciences,Agricultural sciences,Agency for International Development,Agency for International Development,Applied research,Other than universities and colleges,"120,750","84,056","125,970","117,160","164,021",-,-,-,-,"8,079","72,657","26,750","69,476","58,764","59,159","71,980","80,478","71,389","63,895","75,678","63,169"
Science,Life sciences,Agricultural sciences,Environmental Protection Agency,Total for selected values,Total for selected values,Total for selected values,576,588,594,612,627,645,635,866,869,858,847,792,894,"1,024",923,-,-,208,242,86,125
Science,Life sciences,Agricultural sciences,Environmental Protection Agency,Environmental Protection Agency,Total for selected values,Total for selected values,576,588,594,612,627,645,635,866,869,858,847,792,894,"1,024",923,-,-,208,242,86,125
Science,Life sciences,Agricultural sciences,Environmental Protection Agency,Environmental Protection Agency,Basic research,Total for selected values,-,-,-,-,-,-,-,291,295,291,280,263,337,386,348,-,-,-,-,-,47
Science,Life sciences,Agricultural sciences,Environmental Protection Agency,Environmental Protection Agency,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,291,295,291,280,263,337,386,348,-,-,-,-,-,47
Science,Life sciences,Agricultural sciences,Environmental Protection Agency,Environmental Protection Agency,Applied research,Total for selected values,576,588,594,612,627,645,635,575,574,566,567,529,557,638,575,-,-,208,242,86,78
Science,Life sciences,Agricultural sciences,Environmental Protection Agency,Environmental Protection Agency,Applied research,Other than universities and colleges,576,588,594,612,627,645,635,575,574,566,567,529,557,638,575,-,-,208,242,86,78
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,Total for selected values,Total for selected values,Total for selected values,-,-,"1,641","1,606","1,585","1,529","1,562","1,471",452,432,486,401,608,939,"1,065","1,302","1,326","1,968","1,056","1,308",620
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Total for selected values,Total for selected values,-,-,"1,641","1,606","1,585","1,529","1,562","1,471",452,432,486,401,608,939,"1,065","1,302","1,326","1,968","1,056","1,308",620
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,Total for selected values,-,-,936,896,877,826,771,712,234,221,279,239,359,492,612,585,521,589,631,808,620
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,"Universities and colleges, excluding FFRDCs",-,-,166,166,153,172,153,158,86,81,89,104,49,95,114,112,243,418,631,808,553
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,Other than universities and colleges,-,-,769,730,724,653,618,554,148,140,190,135,310,397,498,473,278,171,-,-,67
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,Total for selected values,-,-,706,710,709,704,791,759,218,211,207,162,249,447,453,717,805,"1,379",425,500,-
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,"Universities and colleges, excluding FFRDCs",-,-,46,45,45,43,38,36,20,24,28,23,32,42,50,76,805,"1,379",425,500,-
Science,Life sciences,Agricultural sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Applied research,Other than universities and colleges,-,-,660,664,664,660,753,723,198,187,180,139,217,405,403,641,-,-,-,-,-
Science,Life sciences,Biological sciences (excluding environmental),Total for selected values,Total for selected values,Total for selected values,Total for selected values,"18,910,386","17,828,520","16,555,704","15,922,559","14,839,725","15,310,575","14,588,062","15,458,347","15,178,301","17,213,885","17,376,780","14,443,085","14,429,668","13,690,835","13,351,637","13,091,931","18,643,456","14,498,524","12,379,954","10,740,022","6,477,638"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Total for selected values,Total for selected values,Total for selected values,"268,989","249,727","244,372","234,717","216,239","200,984","188,457","212,720","263,210","225,794","216,558","223,325","246,680","247,058","254,908","226,552","216,732","200,349","207,917","180,942","152,653"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Agricultural Research Service,Total for selected values,Total for selected values,"74,441","69,152","67,413","65,920","65,180","59,853","54,119","58,145","65,261","67,869","65,736","64,662","65,782","65,373","63,805","63,248","61,851","61,723","57,911","52,087","38,791"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Agricultural Research Service,Basic research,Total for selected values,"41,356","38,418","37,452","36,622","36,211","34,261","30,979","33,283","36,256","37,705","36,520","35,205","35,815","35,592","34,738","34,435","37,382","37,305","35,001","30,909","29,873"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Agricultural Research Service,Basic research,"Universities and colleges, excluding FFRDCs","4,074","3,639","3,048","2,655","2,729","2,478","1,864","2,038","2,439","2,981","2,875","2,802","2,961","3,474","2,761","2,914","2,994","2,686","2,297","3,359","1,601"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Agricultural Research Service,Basic research,Other than universities and colleges,"37,282","34,779","34,404","33,968","33,482","31,783","29,115","31,245","33,817","34,724","33,645","32,403","32,854","32,118","31,977","31,521","34,388","34,619","32,704","27,550","28,272"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Agricultural Research Service,Applied research,Total for selected values,"33,085","30,734","29,962","29,298","28,969","25,592","23,141","24,862","29,005","30,164","29,216","29,457","29,967","29,781","29,067","28,813","24,469","24,418","22,910","21,178","8,918"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Agricultural Research Service,Applied research,"Universities and colleges, excluding FFRDCs","3,259","2,911","2,438","2,124","2,183","1,851","1,392","1,522","1,951","2,385","2,300","2,345","2,478","2,907","2,310","2,439","1,959","1,758","1,503","2,301",478
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Agricultural Research Service,Applied research,Other than universities and colleges,"29,825","27,823","27,523","27,174","26,786","23,741","21,748","23,340","27,053","27,779","26,916","27,112","27,489","26,874","26,757","26,374","22,510","22,660","21,407","18,877","8,440"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Food Safety and Inspection Service,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,153","1,625",250
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Food Safety and Inspection Service,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,343,-,125
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Food Safety and Inspection Service,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,343,-,125
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Food Safety and Inspection Service,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,810","1,625",125
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Food Safety and Inspection Service,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,810","1,625",125
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Forest Service,Total for selected values,Total for selected values,"12,558","12,474","15,224","13,903","13,633","14,630","14,730","14,896","15,780","21,440","16,049","14,137","19,260","39,970","38,538","38,537","38,017","32,940","30,856","29,034","25,650"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Forest Service,Basic research,Total for selected values,"6,367","6,325","7,364","6,523","6,612","6,514","6,779","7,243","7,673","11,552","6,618","7,350","7,661","24,686","23,802","23,801","23,480","20,344","19,057","17,932","15,842"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Forest Service,Basic research,"Universities and colleges, excluding FFRDCs",325,"1,059","1,347","1,613","1,315","2,239","1,151","1,726","2,542","2,543","2,861","1,498","2,988","3,582","3,283","3,446","3,661","1,419","3,875","3,778","2,896"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Forest Service,Basic research,Other than universities and colleges,"6,042","5,265","6,017","4,910","5,297","4,275","5,628","5,517","5,131","9,009","3,757","5,852","4,673","21,104","20,519","20,355","19,819","18,925","15,182","14,154","12,946"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Forest Service,Applied research,Total for selected values,"6,191","6,150","7,860","7,381","7,021","8,117","7,951","7,653","8,108","9,888","9,431","6,787","11,599","15,284","14,736","14,736","14,537","12,596","11,799","11,102","9,808"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Forest Service,Applied research,"Universities and colleges, excluding FFRDCs","3,268","3,297","4,708","5,161","4,535","8,117","5,042","3,894","5,932","5,530","4,759","3,609","5,650","5,189","4,838","7,667","9,877","6,583","7,731","6,976","8,323"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,Forest Service,Applied research,Other than universities and colleges,"2,923","2,853","3,152","2,220","2,486",-,"2,909","3,759","2,175","4,357","4,672","3,178","5,949","10,095","9,898","7,069","4,660","6,013","4,068","4,126","1,485"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,National Institute of Food and Agriculture,Total for selected values,Total for selected values,"181,991","168,101","161,735","154,894","137,427","126,500","119,608","139,680","182,169","136,485","134,773","144,526","161,638","141,715","152,565","124,767","116,864","105,686","116,997","98,196","87,962"
Science,Life sciences,Biological sciences (excluding environmental),Department of Agriculture,National Institute of Food and Agriculture,Basic research,Total for selected values,"63,722","58,859","56,607","54,213","48,160","44,474","46,572","47,988","72,740","55,885","48,940","52,291","70,302","55,844","65,535","53,503","51,051","45,317","61,397","51,900","47,882"
