Defense Agency Prodserv

"Fiscal Year","Date Signed","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value","Dollars Obligated","Number of Actions","Number of Records"
"2021","5/24/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$385,536,891.51","$335,374,079.57","$300,912,551.55","476","476"
"2021","5/24/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,132,199,304.85","$133,806,084.90","$149,310,182.21","349","349"
"2021","5/24/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$427,258.88","$19,307,296.47","$5,068,539.88","6","6"
"2021","5/24/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$798,331.31","$798,331.31","$776,778.12","71","71"
"2021","5/24/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$0.00","$0.00","$0.00","3","3"
"2021","5/24/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$550,567.17","$550,567.17","$550,567.17","22","22"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$25,191,509.00","$13,859,448.00","$17,408,874.00","5","5"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$3,270,301.47","$19,252,589.48","$9,043,260.10","53","53"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$174,236,975.74","$94,337,533.04","$94,893,002.44","14,676","14,676"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($6,720,355.55)","($7,132,525.25)","($4,128,277.05)","3","3"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$5,593,146.93","$1,803,795.00","$826,211.74","8","8"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$249,600.00","$62,400.00","$62,400.00","1","1"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$2,043,094.93","$1,776,396.53","$1,776,396.53","8","8"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$140,895.00","$145,635.00","$126,458.22","3","3"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($22,015.28)","($1,615.28)","($1,615.28)","3","3"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($4,467,067.77)","$52,644.80","$1,187,630.98","11","11"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$23,915.00","$23,915.00","$23,915.00","1","1"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$22,647,480.14","$1,647,480.14","$1,630,001.14","10","10"
"2021","5/24/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$8,712,658.73","$9,673,187.03","$9,921,840.88","26","26"
"2021","5/25/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$423,787,627.86","$263,467,418.54","$261,098,069.73","890","890"
"2021","5/25/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$726,640,343.41","$681,352,182.22","$689,344,009.99","715","715"
"2021","5/25/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$2,610,182,869.97","$1,774,873,208.74","$287,271,568.69","464","464"
"2021","5/25/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$280.85","$375,018.86","$375,018.86","2","2"
"2021","5/25/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$4,975,855.57","$6,081,952.68","7","7"
"2021","5/25/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($4,839,438.41)","($4,839,438.41)","($6,147,403.11)","72","72"
"2021","5/25/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$631,822.00","$631,822.00","$631,822.00","2","2"
"2021","5/25/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$8,633,404.08","$8,623,936.68","$8,623,936.68","38","38"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$1,981,833.00","$1,981,833.00","$3,131,892.00","6","6"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$44,001,536.19","$11,116,026.91","$5,202,149.34","75","75"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$789,656,591.20","$184,325,845.92","$161,307,598.06","15,304","15,304"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$1,568,513.46","$1,949,773.46","$1,972,248.98","27","27"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$342,484.80","$319,204.80","$319,204.80","4","4"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$2,454,858.58","$789,720.46","$1,460,003.67","19","19"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$204,361.00","$339,306.40","$339,306.40","3","3"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$172,434.83","$281,934.83","$281,934.83","3","3"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$438,454.47","$2,837,777.55","$2,963,421.71","17","17"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$127,488.00","$63,744.00","$63,744.00","1","1"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","($3,301,426.93)","$5,808,188.61","$38,481,587.07","22","22"
"2021","5/25/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$56,675,979.42","$43,892,454.81","$46,804,286.85","27","27"
"2021","5/26/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$245,315,180.43","$256,443,535.45","$268,814,493.75","879","878"
"2021","5/26/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$520,621,675.28","$404,999,825.66","$334,651,401.68","789","789"
"2021","5/26/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$7,142,769,220.39","$199,328,832.65","$223,539,434.46","508","508"
"2021","5/26/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$421,899.02","$4,874,474.19","$4,874,474.19","8","8"
"2021","5/26/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$16,775,096.23","$15,921,753.97","$26,415,409.91","4","4"
"2021","5/26/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($590,607.30)","($590,607.30)","($14,322,000.09)","63","63"
"2021","5/26/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$2,032,520.00","$1,504,826.00","$6,643,451.00","3","3"
"2021","5/26/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$3,161,459.72","$3,161,459.72","$3,161,459.72","32","32"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$1,249,032.00","$1,249,032.00","$12,659,587.64","7","7"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$149,873,201.13","$65,640,646.75","$51,282,966.80","96","96"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$793,427,500.18","$144,666,908.50","$137,281,899.23","14,110","14,110"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($8,437.00)","($8,437.00)","($8,437.00)","1","1"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$1,413,282.31","$1,843,689.94","$1,447,483.56","29","29"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$308,257.19","$308,257.19","$308,257.19","7","7"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$0.00","$1,391,991.19","$1,391,991.19","1","1"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$29,632,708.97","$31,962,033.47","$17,391,445.01","17","17"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$46,697.83","$223,834.46","$223,834.46","9","9"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$984,154.57","$984,154.57","$984,154.57","3","3"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$891,238.67","$931,484.59","$4,543,946.23","20","20"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$930.50","$930.50","$930.50","1","1"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$35,408,734.20","$26,655,050.20","$23,630,501.83","17","17"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$0.00","$0.00","$15,052,500.00","2","2"
"2021","5/26/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$38,063,262.37","$22,130,624.59","$26,496,276.38","37","37"
"2021","5/27/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$1,213,449,293.66","$559,923,952.51","$662,566,624.27","1,128","1,128"
"2021","5/27/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$943,139,728.05","$709,240,053.27","$679,116,411.37","973","955"
"2021","5/27/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$506,377,179.52","$587,997,982.00","$547,622,207.42","523","522"
"2021","5/27/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$133,703.58","$145,303.34","$1,442,357.00","22","22"
"2021","5/27/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$406,079.27","$1,573,256.51","$2,730,947.51","8","8"
"2021","5/27/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$2,314,108.55","$1,881,171.75","$2,054,550.34","39","39"
"2021","5/27/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$960,718.65","$960,718.65","$2,409,236.65","5","5"
"2021","5/27/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$8,968,709.91","$8,968,709.91","$8,968,709.91","20","20"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$2,705,990.00","$1,500,500.00","$6,364,811.00","11","11"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$123,210,469.31","$59,950,710.90","$41,111,779.19","118","118"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$807,840,665.36","$148,479,234.24","$137,965,930.40","13,606","13,593"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$0.00","$758,023.89","2","2"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$10,468,226.72","$13,542,618.98","$6,082,709.20","78","78"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$760,121.49","$661,405.24","$661,405.24","5","5"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$280,343.85","$280,343.85","$280,343.85","3","3"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$7,541,891.47","$244,798.36","$444,923,174.93","26","26"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$526,603.66","$219,289.66","$219,289.66","4","4"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($12,953.55)","$13,229,154.11","$10,258,754.52","16","16"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$38,250.00","$38,250.00","$38,250.00","1","1"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$97,302,526.23","$84,453,379.40","$63,812,658.71","36","36"
"2021","5/27/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$129,520,961.48","$67,998,227.49","$86,458,274.62","47","47"
"2021","5/28/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$3,374,696,798.39","$725,625,327.85","$410,278,278.13","746","746"
"2021","5/28/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$597,478,827.79","$464,591,401.07","$470,500,946.28","648","648"
"2021","5/28/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$2,574,379,873.51","$654,671,614.26","$587,280,193.27","293","293"
"2021","5/28/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$3,960.00","$267,702.96","$267,702.96","3","3"
"2021","5/28/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$3,499,187.63","$2,406,217.63","$2,560,334.63","5","5"
"2021","5/28/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$2,790,972.63","$20,610.63","($567,851.33)","34","34"
"2021","5/28/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$150,062.88","$150,062.88","$1,000,062.88","3","3"
"2021","5/28/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$22,179,852.43","$5,010,376.11","$3,727,389.11","36","15"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$600,246.00","$600,246.00","$1,342,765.00","4","4"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$71,033,432.03","$68,872,925.24","$34,210,651.35","300","300"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$1,252,983,300.65","$166,107,449.12","$156,138,877.36","9,645","9,645"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$337,014.40","$4,015,213.40","$4,015,213.40","3","3"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$20,353,112.56","$5,349,248.24","$2,306,220.68","24","24"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$458,746.80","$458,746.80","$458,746.80","1","1"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$45,104.90","$45,104.90","$45,104.90","1","1"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$60,201.24","$60,201.24","$60,201.24","3","3"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97EX","INSPECTOR GENERAL, OFFICE OF","$24,500.00","$24,500.00","$24,500.00","1","1"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$1,530,771.17","$780,771.17","$780,771.17","10","10"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$22,982,707.33","$28,185,360.26","$29,958,739.91","19","19"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$270,741.00","$270,741.00","$270,741.00","2","2"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$53,594,694.21","$53,594,694.21","$50,242,439.18","19","19"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$3,900,000.00","$3,900,000.00","$3,900,000.00","1","1"
"2021","5/28/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$32,663,703.20","$27,262,968.86","$21,253,984.97","32","32"
"2021","5/29/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$2,657,911.47","$11,680,186.12","$4,768,461.95","22","22"
"2021","5/29/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$969,984.84","$2,810,334.84","$4,154,711.66","8","8"
"2021","5/29/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$25,556,244.85","$25,556,244.85","$4,315,499.13","5","5"
"2021","5/29/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$244,400.00","$244,400.00","$244,400.00","1","1"
"2021","5/29/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$342,889.37","$342,889.37","$342,889.37","4","4"
"2021","5/29/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$54,773,181.99","$50,194,550.09","$50,194,550.09","623","623"
"2021","5/29/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($1,392,177.72)","$632,956.38","$632,956.38","1","1"
"2021","5/29/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","($2,363,500.34)","$99,677.75","$99,677.75","1","1"
"2021","5/30/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$1,565,306.57","$1,562,182.57","$1,562,182.57","26","26"
"2021","5/30/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$34,363,661.23","$23,704,278.55","$13,393,490.10","20","20"
"2021","5/30/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$21,944.88","$21,944.88","$21,944.88","5","4"
"2021","5/30/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$9,851,780.45","$5,122,764.55","$5,122,764.55","612","612"
"2021","5/30/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$84,401.76","$84,401.76","1","1"
"2021","5/30/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$1,017,318.73","$1,165,888.73","$1,165,888.73","5","5"
"2021","5/30/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$200,000.00","$200,000.00","$200,000.00","1","1"
"2021","5/31/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$2,494,610,986.72","$1,459,764.43","$1,459,764.43","25","25"
"2021","5/31/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$14,111,554.57","$13,912,188.15","$13,638,682.49","239","57"
"2021","5/31/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$5,044,859.38","$5,052,173.70","$5,052,173.70","21","21"
"2021","5/31/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($0.01)","($0.01)","($0.01)","3","3"
"2021","5/31/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","($36,584.56)","($36,584.56)","($36,584.56)","3","3"
"2021","5/31/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$157,998.20","$157,998.20","$157,998.20","3","3"
"2021","5/31/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$11,150,059.75","$10,284,502.55","$11,861,557.33","1,740","1,740"
"2021","5/31/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$235,607.06","$235,607.06","$235,607.06","2","2"
"2021","5/31/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$260,952.63","$199,843.20","$49,034.20","2","2"
"2021","6/1/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$538,104,766.01","$326,874,478.99","$364,288,534.30","4,373","706"
"2021","6/1/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$279,577,371.64","$276,345,189.62","$267,488,103.76","1,549","567"
"2021","6/1/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$7,557,100,144.88","$292,075,232.63","$279,804,985.95","454","435"
"2021","6/1/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$0.00","$1,285,431.91","$26,335,431.79","2","2"
"2021","6/1/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$370,080.47","$370,080.47","$370,080.47","2","2"
"2021","6/1/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$6,739,011.56","$6,739,011.56","$29,601,801.47","48","48"
"2021","6/1/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$15,058,828.00","$15,058,828.00","$15,058,828.00","3","3"
"2021","6/1/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$373,286.13","$373,286.13","$373,286.13","9","9"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$1,499,945.00","$999,984.00","$1,164,984.00","4","4"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$29,828,175.06","$2,010,799.75","$3,997,980.85","122","122"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$647,155,461.03","$161,274,976.49","$160,954,269.54","14,567","14,567"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$69,856.74","$69,856.74","$69,856.74","3","3"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$67,676.40","$2,535,072.23","$1,027,687.67","34","34"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$80,422.00","$24,622.00","$24,622.00","2","2"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$120,806,090.13","$22,044,440.69","$12,347,278.45","16","16"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97EX","INSPECTOR GENERAL, OFFICE OF","$12,240.00","$12,240.00","$12,240.00","1","1"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$104,682.15","$104,682.15","1","1"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$257,451.35","$257,451.35","$257,451.35","4","4"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$142,892.00","$142,892.00","$177,476.09","4","4"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$8,327,190.31","$7,903,352.31","$9,448,945.32","9","9"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$6,000,000.00","$6,000,000.00","$6,000,000.00","1","1"
"2021","6/1/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$1,107,169.82","$5,115,284.82","$5,143,960.08","27","27"
"2021","6/2/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$235,411,663.85","$270,463,337.01","$228,704,291.62","751","751"
"2021","6/2/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$206,650,317.39","$179,063,465.30","$169,854,888.02","548","548"
"2021","6/2/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","($4,024,194,638.71)","$109,772,638.83","$145,792,417.97","387","387"
"2021","6/2/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$1,671,859.00","$2,194,772.60","$1,611,812.82","4","4"
"2021","6/2/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($3,912,108.13)","($3,912,108.13)","($28,214,892.15)","72","72"
"2021","6/2/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$848,781.00","$848,781.00","$400,000.00","3","3"
"2021","6/2/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$777,727.19","$777,727.19","$2,054,464.08","19","18"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$0.00","2","2"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$156,399,061.27","$60,213,059.42","$44,760,367.98","95","95"
"2021","6/2/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$300,267,480.30","$96,968,817.10","$97,009,923.10","13,480","13,480"
